"JOIN_NO","EXT_KEY"
"1517027","GROS"
"1517028","GROS"
"1517029","GROS"
"1517031","GROS"
"1517033","KEY"
"1517055","KEY"
"1517090","KEY"
"1517098","KEY"
"1517110","GROS"
"1517119","KEY"
"1517138","KEY"
"1517179","KEY"
"1517227","KEY"
"1517254","KEY"
"1517257","KEY"
"1517266","KEY"
"1517274","KEY"
"1517319","KEY"
"1517357","KEY"
"1517431","KEY"
"1517435","KEY"
"1517463","KEY"
"1517470","KEY"
"1517495","KEY"
"1517516","KEY"
"1517518","KEY"
"1517522",""
"1517523","KEY"
"1517530","KEY"
"1517544","KEY"
"1517545","KEY"
"1517600","KEY"
"1517621","KEY"
"1517689","KEY"
"1517691","KEY"
"1517758","SPEZ"
"1517780","KEY"
"1517785","KEY"
"1517796","KEY"
"1517814","KEY"
"1517815","KEY"
"1517858","KEY"
"1517881","KEY"
"1517915","KEY"
"1517917","KEY"
"1517918","KEY"
"1517942","KEY"
"1517954","KEY"
"1517981","KEY"
"1518016","KEY"
"1518017","KEY"
"1518018","KEY"
"1518037","KEY"
"1518103","KEY"
"1518111","KEY"
"1518113","KEY"
"1518122","KEY"
"1518166","KEY"
"1518175","KEY"
"1518187","KEY"
"1518216","KEY"
"1518250","KEY"
"1518265","KEY"
"1518315","KEY"
"1518318","KEY"
"1518330","KEY"
"1518331","KEY"
"1518339","KEY"
"1518368","KEY"
"1518370","KEY"
"1518411","KEY"
"1518446","KEY"
"1518453","KEY"
"1518460","KEY"
"1518502","KEY"
"1518507","KEY"
"1518517","KEY"
"1518525","KEY"
"1518529",""
"1518588","KEY"
"1518626","KEY"
"1518648","KEY"
"1518665","KEY"
"1518701","KEY"
"1518780","KEY"
"1518803","SPEZ"
"1518848","KEY"
"1518880","KEY"
"1518881","KEY"
"1518902","KEY"
"1518907","KEY"
"1518913","KEY"
"1518914","KEY"
"1518915","KEY"
"1518928","SPEZ"
"1518931","KEY"
"1518936","KEY"
"1519285","KEY"
"1519433","KEY"
"1519732","KEY"
"1520913","KEY"
"1521046","KEY"
"1523245","KEY"
"1523318","KEY"
"1523340","KEY"
"1523346","KEY"
"1523422","KEY"
"1523432","KEY"
"1523451","KEY"
"1523471","KEY"
"1523504","KEY"
"1523515","KEY"
"1523517","KEY"
"1523523","KEY"
"1523531","KEY"
"1523537","KEY"
"1523538","KEY"
"1523564","KEY"
"1523577","KEY"
"1523580","KEY"
"1523586","KEY"
"1523592","KEY"
"1523622","KEY"
"1523656","KEY"
"1523669","KEY"
"1523681","KEY"
"1523693","KEY"
"1523732","KEY"
"1523778","GKM"
"1523779","KEY"
"1523780","KEY"
"1523788","SPEZ"
"1523802","GROS"
"1523806","KEY"
"1523814","KEY"
"1523835","KEY"
"1523838","KEY"
"1523845","KEY"
"1523847","KEY"
"1523848","KEY"
"1523858","KEY"
"1523862","KEY"
"1523878","KEY"
"1523879","KEY"
"1523880","KEY"
"1523882","KEY"
"1523883","KEY"
"1523884","KEY"
"1523885","KEY"
"1523886","KEY"
"1523949","KEY"
"1523957","KEY"
"1523989","KEY"
"1524008","KEY"
"1524045","KEY"
"1524075","KEY"
"1524098","KEY"
"1524107","KEY"
"1524123","KEY"
"1524199","KEY"
"1524213","KEY"
"1524220","KEY"
"1524237","KEY"
"1524242","KEY"
"1524504","KEY"
"1524617","KEY"
"1524624","KEY"
"1524652","AUSL"
"1524663","SPEZ"
"1524682","KEY"
"1524683","KEY"
"1524708","KEY"
"1524713","KEY"
"1524720","KEY"
"1524723","KEY"
"1524734","KEY"
"1524735","KEY"
"1524742","GKM"
"1524782","KEY"
"1524795","KEY"
"1524839","KEY"
"1524859","SPEZ"
"1524885","KEY"
"1524896","KEY"
"1524912","AUSL"
"1524936","KEY"
"1524948","KEY"
"1524952","KEY"
"1524972","KEY"
"1524989","KEY"
"1524998","KEY"
"1525004","KEY"
"1525029","KEY"
"1525031","KEY"
"1525059","KEY"
"1525089","KEY"
"1525122","KEY"
"1525140","KEY"
"1525167","KEY"
"1525168","KEY"
"1525174","KEY"
"1525201","KEY"
"1525208","GROS"
"1525229","KEY"
"1525232","KEY"
"1525283","KEY"
"1525295","KEY"
"1525306","KEY"
"1525315","KEY"
"1525340","KEY"
"1525362","KEY"
"1525395","KEY"
"1525433","KEY"
"1525476","KEY"
"1525480","KEY"
"1525498","KEY"
"1525518","KEY"
"1525546","SPEZ"
"1525549","KEY"
"1525553","KEY"
"1525556","SPEZ"
"1525573","KEY"
"1525574","KEY"
"1525576","KEY"
"1525594","KEY"
"1525605","KEY"
"1525612","KEY"
"1525624","KEY"
"1525635","KEY"
"1525638","KEY"
"1525641","KEY"
"1525649","KEY"
"1525679","KEY"
"1525833","KEY"
"1525907","KEY"
"1525917","KEY"
"1525920","KEY"
"1526241","KEY"
"164508","KEY"
"167170","KEY"
"194381","KEY"
"204566","KEY"
"369731","KEY"
"387539","KEY"
"438918","KEY"
"462907","KEY"
"527913","SPEZ"
"566952","KEY"
"636233","KEY"
"638018","KEY"
"693681","SPEZ"
"723637","GROS"
"724998","KEY"
"1525693","KEY"
"1525718","KEY"
"1525732","KEY"
"1525754","KEY"
"1525761","KEY"
"1525946","KEY"
"1525998","KEY"
"1526041","SPEZ"
"1526069","KEY"
"1526073","KEY"
"1526081","KEY"
"1526087","KEY"
"1526093","KEY"
"1526101","KEY"
"1526121","KEY"
"1526138","KEY"
"1526178","KEY"
"1526218","KEY"
"1526232","KEY"
"1526239","SPEZ"
"1526240","KEY"
"1526242","KEY"
"1526244","KEY"
"1526277","KEY"
"1526278","KEY"
"1526282","KEY"
"1526287","KEY"
"1526291","SPEZ"
"1526298","KEY"
"1526323","KEY"
"1526324","SPEZ"
"1526329","KEY"
"1526357","KEY"
"1526363","KEY"
"1526369","KEY"
"1526400","KEY"
"1526402","KEY"
"1526409","KEY"
"1526427","KEY"
"1526428",""
"1526442","KEY"
"1526447","KEY"
"1526449","KEY"
"1526457","KEY"
"1526470","KEY"
"1526475","KEY"
"1526476","KEY"
"1526486","KEY"
"1526520","KEY"
"1526574","SPEZ"
"1526613","KEY"
"1526649","KEY"
"1526657","GKM"
"1526659","KEY"
"1526663","SPEZ"
"1526664","GKM"
"1526665","KEY"
"1526681","KEY"
"1526688","KEY"
"1526732","KEY"
"1526759","KEY"
"1526761","KEY"
"1526772","KEY"
"1526793","KEY"
"1526818","KEY"
"1526819","KEY"
"1526822","KEY"
"1526825","KEY"
"1526828","KEY"
"1526891","KEY"
"1526987","KEY"
"1527023","KEY"
"1527067","KEY"
"156445","KEY"
"156542","KEY"
"156591","KEY"
"156672","KEY"
"157184","KEY"
"157495","KEY"
"157844","KEY"
"157995","KEY"
"158134","KEY"
"158226","KEY"
"158479","KEY"
"158518","KEY"
"158778","KEY"
"158850","SPEZ"
"158963","KEY"
"159320","SPEZ"
"159396","KEY"
"159509","KEY"
"159544","KEY"
"159861","KEY"
"159862","KEY"
"160001","KEY"
"160051","KEY"
"160225","KEY"
"160346","KEY"
"160493","KEY"
"160990","SPEZ"
"161077","KEY"
"161167",""
"162241","GROS"
"162373","KEY"
"163117","KEY"
"163546","KEY"
"163911","KEY"
"164063","KEY"
"164269","SPEZ"
"164597","KEY"
"164763","KEY"
"164784","KEY"
"165556","KEY"
"165558","KEY"
"165781","KEY"
"166999","KEY"
"167085","GKM"
"167689","KEY"
"167795","KEY"
"168300","KEY"
"168692","KEY"
"168984","KEY"
"169516","KEY"
"169621","KEY"
"169701","SPEZ"
"170977","KEY"
"171841","KEY"
"172020","KEY"
"172027","KEY"
"172592","KEY"
"173842","KEY"
"173945","KEY"
"174708","KEY"
"175635","GROS"
"175756","KEY"
"177099","KEY"
"177278","KEY"
"179098","KEY"
"180152","KEY"
"180386","GROS"
"180597","KEY"
"180659","KEY"
"180824","KEY"
"181688","KEY"
"182934","KEY"
"184334","KEY"
"184764","KEY"
"185709","KEY"
"187628","KEY"
"189102","KEY"
"189604","KEY"
"189813","KEY"
"190179","KEY"
"190823","KEY"
"191347","KEY"
"191481","SPEZ"
"193642","KEY"
"194666","KEY"
"195267","KEY"
"195357","KEY"
"195762","KEY"
"195960","KEY"
"195964","KEY"
"196331","KEY"
"200575","KEY"
"200753","KEY"
"200809","KEY"
"200886","KEY"
"201347","KEY"
"201678","KEY"
"202205","KEY"
"203062","KEY"
"203690","KEY"
"203810","KEY"
"204475","KEY"
"205030","KEY"
"205098","KEY"
"205413","KEY"
"206027","KEY"
"206209","SPEZ"
"206564","KEY"
"206992","KEY"
"207803","KEY"
"207906","KEY"
"207975","KEY"
"208118","KEY"
"208759","KEY"
"209813","KEY"
"209955","KEY"
"210440","KEY"
"210894","KEY"
"212503","KEY"
"213448","KEY"
"213479","KEY"
"213919","KEY"
"214092","KEY"
"215470","KEY"
"217933","KEY"
"218522","KEY"
"218805","KEY"
"218944","KEY"
"219350","KEY"
"219448","KEY"
"219622","KEY"
"220326","KEY"
"220865","KEY"
"221054","KEY"
"221719","KEY"
"221872","KEY"
"221895","KEY"
"225328","KEY"
"225557","KEY"
"226181","KEY"
"226726","KEY"
"227475","KEY"
"228480","KEY"
"228956","KEY"
"229846","KEY"
"229865","KEY"
"231140","KEY"
"231264","KEY"
"232905","SPEZ"
"233284","KEY"
"233349","KEY"
"234769","KEY"
"235167","KEY"
"239644","KEY"
"242559","KEY"
"242563","KEY"
"243533","KEY"
"244021","GKM"
"244532","KEY"
"245061","KEY"
"245071","KEY"
"246569","KEY"
"246677","KEY"
"246884","KEY"
"247052","KEY"
"248395","KEY"
"249947","KEY"
"250906","KEY"
"251788","KEY"
"252103","KEY"
"252578","KEY"
"253082","KEY"
"254054","KEY"
"256020","KEY"
"261401","GROS"
"261851","SPEZ"
"262095","KEY"
"262843","SPEZ"
"263356","KEY"
"264480","KEY"
"266514","KEY"
"267924","KEY"
"267978","KEY"
"268203","SPEZ"
"270932","KEY"
"271058","KEY"
"272668","SPEZ"
"273863","KEY"
"274079","KEY"
"274206","KEY"
"274973","KEY"
"275036","KEY"
"275949","KEY"
"276531","KEY"
"276862","KEY"
"276896","KEY"
"277163","KEY"
"277893","KEY"
"278109","KEY"
"278248","KEY"
"278948","KEY"
"282395","KEY"
"284465","KEY"
"286157","KEY"
"286600","KEY"
"286701","KEY"
"286746","KEY"
"290126","KEY"
"290830","KEY"
"291870","KEY"
"292027","KEY"
"292151","KEY"
"292727","KEY"
"293499","KEY"
"293845","KEY"
"297507","KEY"
"297746","KEY"
"300278","KEY"
"300475","KEY"
"300497","KEY"
"301474","KEY"
"302927","KEY"
"302975","KEY"
"303320","KEY"
"303773","KEY"
"303908","KEY"
"304300","KEY"
"304414","KEY"
"305557","KEY"
"306538","KEY"
"307118","KEY"
"311067","KEY"
"311340","KEY"
"311656","KEY"
"313109","KEY"
"313722","KEY"
"313915","KEY"
"314179","KEY"
"314317","KEY"
"314597","KEY"
"314668","KEY"
"315216","KEY"
"315527","KEY"
"318109","KEY"
"321661","KEY"
"321833","KEY"
"321956","KEY"
"322718","KEY"
"323609","KEY"
"323891","KEY"
"325195","KEY"
"327072","KEY"
"327521","KEY"
"327665",""
"328398","KEY"
"328542","KEY"
"330604","SPEZ"
"330674","KEY"
"331346","KEY"
"331816","KEY"
"332106",""
"332121","KEY"
"332513","KEY"
"332753","KEY"
"334759","KEY"
"334772","KEY"
"336120","KEY"
"337006","KEY"
"338131","KEY"
"338631","KEY"
"338915","SPEZ"
"338922","SPEZ"
"339659","KEY"
"340129","KEY"
"341081","KEY"
"341616","KEY"
"341710","KEY"
"342789","KEY"
"342837","KEY"
"343655","KEY"
"344896","KEY"
"346026","KEY"
"346164","KEY"
"346516","KEY"
"346689","KEY"
"346836","KEY"
"350888","KEY"
"353400","KEY"
"354231","KEY"
"355530","SPEZ"
"356015","KEY"
"357663","KEY"
"357757","KEY"
"359610","KEY"
"359913","KEY"
"360039","KEY"
"361021","KEY"
"362521","KEY"
"362819","SPEZ"
"362975","KEY"
"364223","KEY"
"364913","KEY"
"365751","KEY"
"365816","KEY"
"366730","KEY"
"368260","KEY"
"369064","KEY"
"369969","KEY"
"371323","KEY"
"373029","KEY"
"373402","KEY"
"37482","SPEZ"
"377288","KEY"
"378691","KEY"
"380960","KEY"
"382215","KEY"
"382365","KEY"
"382578","KEY"
"384247","KEY"
"385703","KEY"
"386411","SPEZ"
"386574","KEY"
"386753","SPEZ"
"386801","KEY"
"387296","KEY"
"387566","KEY"
"388638","KEY"
"388775","KEY"
"389327","KEY"
"389407","KEY"
"389603","KEY"
"389910","KEY"
"390165","KEY"
"390291","KEY"
"390312","KEY"
"390568","KEY"
"390713","KEY"
"391854","KEY"
"393143","KEY"
"394412","KEY"
"395098","KEY"
"396028","KEY"
"396457","KEY"
"397523","KEY"
"397624","KEY"
"399091","KEY"
"399211","KEY"
"400106","KEY"
"400556","SPEZ"
"400980","KEY"
"402685","KEY"
"402925","SPEZ"
"403009","KEY"
"405515","KEY"
"407282","KEY"
"410724","KEY"
"410800","KEY"
"410892","KEY"
"411715","SPEZ"
"413762","KEY"
"416255","KEY"
"417668","KEY"
"418045","KEY"
"418336","KEY"
"418863","KEY"
"419771","KEY"
"419814","KEY"
"420329","SPEZ"
"421477","KEY"
"421634","KEY"
"422226","KEY"
"422392","KEY"
"423024","KEY"
"423213","KEY"
"423816","KEY"
"424051","KEY"
"425492","KEY"
"427056","KEY"
"427381","KEY"
"428739","KEY"
"430039","KEY"
"430543","KEY"
"434590","KEY"
"435836","KEY"
"436216","KEY"
"436902","KEY"
"437602","KEY"
"438504","KEY"
"438676","KEY"
"438681","KEY"
"438769","KEY"
"439347","KEY"
"442526","KEY"
"443893","KEY"
"444104","KEY"
"444214","KEY"
"445090","KEY"
"446553","KEY"
"448142","KEY"
"448287","KEY"
"451374","KEY"
"451451","KEY"
"451598","SPEZ"
"451806","KEY"
"451966","KEY"
"452305","KEY"
"452308","KEY"
"452761","KEY"
"454693","KEY"
"455469","GKM"
"456571","KEY"
"457119","KEY"
"457198","KEY"
"458026","GKM"
"458239","KEY"
"458936","KEY"
"46013","KEY"
"461060","KEY"
"461725","KEY"
"462192","KEY"
"462799","KEY"
"463771","KEY"
"465346","KEY"
"465450","KEY"
"466814","KEY"
"467602","KEY"
"468168","KEY"
"468746","KEY"
"468833","KEY"
"469381","KEY"
"469553","KEY"
"471416","KEY"
"471736","GROS"
"472459","SPEZ"
"472639","KEY"
"472714","KEY"
"473710","KEY"
"474782","KEY"
"474946","KEY"
"475061","KEY"
"475503","KEY"
"477932","KEY"
"477975","KEY"
"479369","KEY"
"479667","KEY"
"480174","KEY"
"481044","KEY"
"481475","SPEZ"
"482078","KEY"
"482487","KEY"
"482760","KEY"
"483082","KEY"
"483225","KEY"
"484227","KEY"
"484268","KEY"
"484404","KEY"
"484408","KEY"
"484568","KEY"
"484866","KEY"
"486181","KEY"
"487551","KEY"
"487629","KEY"
"487873","KEY"
"488405","KEY"
"489940","KEY"
"491295","KEY"
"491454","KEY"
"491844","KEY"
"491964","KEY"
"492301","GKM"
"492384","KEY"
"492824","KEY"
"493029","GKM"
"493323","KEY"
"493771","SPEZ"
"493928","KEY"
"494175","KEY"
"494481","KEY"
"495109","GKM"
"497418","KEY"
"498349","KEY"
"499332","KEY"
"500135","KEY"
"500306","KEY"
"500309","KEY"
"503484","KEY"
"503653","KEY"
"503726","KEY"
"504752","KEY"
"506672","KEY"
"508027","SPEZ"
"508580","KEY"
"509090","KEY"
"510456","KEY"
"510712","KEY"
"510772","KEY"
"511178","KEY"
"511379","GKM"
"511392","KEY"
"511430","GROS"
"511484","KEY"
"511539","KEY"
"511877","KEY"
"512567","KEY"
"513670","KEY"
"513686","KEY"
"514073","KEY"
"514425","KEY"
"515063","KEY"
"515644","KEY"
"516393","KEY"
"517371","GKM"
"518069","KEY"
"520533","KEY"
"521715","KEY"
"522170","KEY"
"526406","KEY"
"527326","KEY"
"527395","KEY"
"530200","KEY"
"530290","KEY"
"530590","KEY"
"531075","KEY"
"531137","KEY"
"531248","KEY"
"532306","KEY"
"532357","KEY"
"532569","KEY"
"534104","KEY"
"534138","GROS"
"535890","KEY"
"536290","KEY"
"536824","KEY"
"537322","KEY"
"537336","KEY"
"539902","KEY"
"543791","KEY"
"544609","KEY"
"544612","KEY"
"544699","KEY"
"545678","KEY"
"545772","KEY"
"546353","KEY"
"546451","KEY"
"547295","KEY"
"547809","SPEZ"
"548014","KEY"
"548280","KEY"
"548326","KEY"
"548789","GROS"
"548809","KEY"
"548855","KEY"
"549956","KEY"
"550194","KEY"
"550624","KEY"
"550862","KEY"
"551028","KEY"
"551282","GKM"
"551780","KEY"
"551829","KEY"
"553025","GKM"
"554590","KEY"
"555437","KEY"
"557407","KEY"
"557572","KEY"
"558312","KEY"
"558811","KEY"
"559435","SPEZ"
"559567","KEY"
"559587","KEY"
"559653","KEY"
"561213","KEY"
"561530","KEY"
"562718","KEY"
"564025","KEY"
"564497","SPEZ"
"565848","KEY"
"566355","KEY"
"566462","KEY"
"567311","KEY"
"567543","KEY"
"569033","KEY"
"571035","GROS"
"571489","KEY"
"571698","SPEZ"
"571939","KEY"
"573204","KEY"
"574429","KEY"
"574471","KEY"
"575553","KEY"
"575779","KEY"
"578030","KEY"
"578181","KEY"
"578543","SPEZ"
"578601","KEY"
"578845","KEY"
"579206","KEY"
"580089","KEY"
"580123","KEY"
"581865","KEY"
"582400","KEY"
"583003","KEY"
"583173","KEY"
"583316","KEY"
"584376","KEY"
"584561","KEY"
"586117","KEY"
"586375","KEY"
"586552","KEY"
"586713","KEY"
"587740","KEY"
"587905","SPEZ"
"588105","KEY"
"590125","KEY"
"590225","KEY"
"591191","KEY"
"591899","KEY"
"592098","KEY"
"592858","KEY"
"593375","KEY"
"594511","KEY"
"594849","KEY"
"595334","KEY"
"595355","KEY"
"597067","GKM"
"597183","KEY"
"598443","KEY"
"598994","KEY"
"599321","KEY"
"599526","KEY"
"600121","KEY"
"6002186","GKM"
"6002221","KEY"
"6002375","KEY"
"6002890","KEY"
"600457","KEY"
"6005756","KEY"
"6005758","GROS"
"600576","KEY"
"6007458","KEY"
"6007497","KEY"
"6007983","KEY"
"6007984","KEY"
"6009058","KEY"
"6010570","KEY"
"601093","KEY"
"6011205","KEY"
"6011437","KEY"
"601247","KEY"
"6013315","KEY"
"6014216","KEY"
"6015779","KEY"
"6020532","KEY"
"6021153","KEY"
"6021214","KEY"
"6021338","KEY"
"6022715","KEY"
"6023569","KEY"
"6024148","KEY"
"6026820","KEY"
"6027102","KEY"
"602755","KEY"
"6029908","KEY"
"6031005","KEY"
"6032196","KEY"
"6032636","KEY"
"603322","KEY"
"6033915","KEY"
"6035435","KEY"
"603554","SPEZ"
"6036168","KEY"
"6039067","KEY"
"6039596","KEY"
"6039636","KEY"
"6040265","KEY"
"6040276","KEY"
"6041555","KEY"
"6042031","KEY"
"6044133","KEY"
"6045188","GROS"
"6046294","KEY"
"6046725","KEY"
"6047547","KEY"
"6049209","SPEZ"
"6054328","KEY"
"6057467","KEY"
"6057537","KEY"
"605986","KEY"
"606268","SPEZ"
"6064924","KEY"
"6065027","KEY"
"6072051","SPEZ"
"6072383","KEY"
"607366","KEY"
"6075247","KEY"
"6075958","KEY"
"6078280","GKM"
"6080855","KEY"
"6082361","KEY"
"6084322","KEY"
"6084899","KEY"
"6085311","GKM"
"6090383","KEY"
"6092555","KEY"
"6093865","KEY"
"6093866","KEY"
"6093871","KEY"
"6094265","KEY"
"6095876","KEY"
"6096179","KEY"
"6096191","KEY"
"6096928","GKM"
"6096975","GROS"
"6097593","KEY"
"6098587","KEY"
"6099309","KEY"
"6099408","GKM"
"6099409","GROS"
"6099451","SPEZ"
"6100098","SPEZ"
"6100196","KEY"
"6100257","KEY"
"6102962","KEY"
"6103360","KEY"
"6104015","KEY"
"6104684","KEY"
"610605","KEY"
"610663","KEY"
"6107365","KEY"
"6107433","KEY"
"6109160","KEY"
"6109635","KEY"
"611056","KEY"
"6110660","GKM"
"6110928","KEY"
"6115155","KEY"
"6115156","KEY"
"6115157","KEY"
"613143","KEY"
"613305","KEY"
"613320","KEY"
"613378","KEY"
"614343","KEY"
"614512","KEY"
"615904","KEY"
"617294","KEY"
"617516","KEY"
"617724","KEY"
"618677","KEY"
"621733","KEY"
"622304","KEY"
"622420","KEY"
"623666","KEY"
"623809","KEY"
"624042","KEY"
"624138","KEY"
"625651","KEY"
"625918","KEY"
"627016","KEY"
"627210","KEY"
"627365","KEY"
"627775","KEY"
"629350","KEY"
"629853","KEY"
"630088","KEY"
"630122","KEY"
"630255","KEY"
"631024","KEY"
"632895","SPEZ"
"632902","KEY"
"633475","KEY"
"634126","KEY"
"635000","KEY"
"635227","KEY"
"635509","GROS"
"635951","KEY"
"636958","KEY"
"637251","KEY"
"637799","KEY"
"637860","KEY"
"637868","KEY"
"639021","KEY"
"639109","KEY"
"639115","SPEZ"
"640345","GROS"
"640522","KEY"
"640539","KEY"
"642384","KEY"
"642991","KEY"
"643424","KEY"
"643428","SPEZ"
"643939","KEY"
"644568","KEY"
"645128","KEY"
"646227","KEY"
"646699","KEY"
"646824","KEY"
"646846","KEY"
"647990","KEY"
"648458","KEY"
"649101","GROS"
"651352","KEY"
"652020","KEY"
"652946","KEY"
"653133","KEY"
"653288","KEY"
"653468","GKM"
"655153","SPEZ"
"655446","GKM"
"656570","KEY"
"656887","KEY"
"657139","KEY"
"657192","KEY"
"659348","KEY"
"660866","KEY"
"661030","KEY"
"664299","KEY"
"664511","KEY"
"665225","KEY"
"665321","KEY"
"665415","KEY"
"665429","KEY"
"665692","KEY"
"665808","KEY"
"665861","KEY"
"666168","KEY"
"666224","KEY"
"666408","KEY"
"668379","KEY"
"669422","KEY"
"669511","KEY"
"670805","KEY"
"671257","KEY"
"671298","KEY"
"671645","KEY"
"674499","KEY"
"676029","KEY"
"676872","KEY"
"676940","SPEZ"
"677085","KEY"
"677091","SPEZ"
"677433","SPEZ"
"677845","KEY"
"678409","KEY"
"678633","KEY"
"679394","KEY"
"679438","KEY"
"680657","KEY"
"680804","KEY"
"685745","GROS"
"686351","KEY"
"686467","KEY"
"688544","KEY"
"689167","KEY"
"689276","SPEZ"
"689288","KEY"
"689630","KEY"
"690074","KEY"
"690759","KEY"
"691917","KEY"
"692044","KEY"
"692082","SPEZ"
"693781","KEY"
"694024","KEY"
"695378","KEY"
"700030","KEY"
"70182","KEY"
"70195","KEY"
"702365","KEY"
"702616","KEY"
"702741","KEY"
"704124","KEY"
"704875","KEY"
"705747","KEY"
"706015","KEY"
"707420","KEY"
"708314","KEY"
"708343","KEY"
"709140","KEY"
"710510","KEY"
"710945","KEY"
"711457","KEY"
"711891","KEY"
"713496","KEY"
"713595","KEY"
"714041","KEY"
"715159","KEY"
"715770","KEY"
"716715","KEY"
"717153","KEY"
"717634","KEY"
"718031","KEY"
"718072","KEY"
"718374","KEY"
"718440","KEY"
"718532","GROS"
"718550","KEY"
"720133","KEY"
"720135","KEY"
"720142","GKM"
"720147","GROS"
"720173","KEY"
"720196","KEY"
"720508","KEY"
"720567","KEY"
"720569","KEY"
"720586","KEY"
"720587","KEY"
"720761","GKM"
"721066","KEY"
"721090","GROS"
"721112","KEY"
"721240","SPEZ"
"721320","SPEZ"
"721392","KEY"
"721440","KEY"
"721454","KEY"
"721488","KEY"
"721498","KEY"
"721783","KEY"
"721855","KEY"
"722099","KEY"
"722913",""
"722999","SPEZ"
"723680","KEY"
"723697","GKM"
"723717","GROS"
"72372","KEY"
"723786","KEY"
"723942","KEY"
"724127","KEY"
"724224","SPEZ"
"725046","KEY"
"725445","KEY"
"725705","KEY"
"725727","KEY"
"725940","KEY"
"726063","GKM"
"726329","KEY"
"726558","KEY"
"727438","KEY"
"728228","GKM"
"728589","KEY"
"728599","KEY"
"728751","KEY"
"729966","KEY"
"731722","KEY"
"732143","KEY"
"732861","KEY"
"732920","KEY"
"732983","GKM"
"733067","KEY"
"733229","KEY"
"733336","KEY"
"733486","KEY"
"733864","GKM"
"734353","KEY"
"735079","KEY"
"735452","KEY"
"735944","KEY"
"736757","KEY"
"737738","KEY"
"738844","KEY"
"740137","KEY"
"741689","KEY"
"742701","KEY"
"743074","KEY"
"743097","KEY"
"743762","KEY"
"744026","GKM"
"744292","KEY"
"744573","KEY"
"744966","KEY"
"744967","KEY"
"744998","KEY"
"745051","KEY"
"746653","SPEZ"
"746913","KEY"
"747361","KEY"
"747714","GROS"
"747868","KEY"
"748003","KEY"
"748049","KEY"
"748565","KEY"
"748662","KEY"
"749542","KEY"
"749599","KEY"
"76127","KEY"
"81499","KEY"
"93086","KEY"
"93094","KEY"
"93716","SPEZ"
"94495","KEY"
"95927","KEY"
"1608930","KEY"
"1598121","KEY"
"1592511","KEY"
"1592094","KEY"
"1551490","KEY"
"6112592","KEY"
"6133612","KEY"
"1551529","KEY"
"1551532","KEY"
"6129119","KEY"
"6145465","KEY"
"1534421","KEY"
"1547013","KEY"
"1547014","KEY"
"1551214","KEY"
"1544857","KEY"
"6137738","GKM"
"6146725","KEY"
"6146856","KEY"
"6146857","KEY"
"6147343","KEY"
"6148828","KEY"
"6148829","KEY"
"6136885","KEY"
"6105966","KEY"
"1552482","KEY"
"6156715","KEY"
"6125768","KEY"
"1551754","KEY"
"1551859","KEY"
"645777","KEY"
"6138878","KEY"
"1599348",""
"1589655","KEY"
"6145329","KEY"
"1600149","KEY"
"1595270","KEY"
"1588453","KEY"
"1589381","KEY"
"1551819","KEY"
"1551852","KEY"
"6136322","KEY"
"1552474","KEY"
"1552662",""
"1552667","KEY"
"1557689","KEY"
"6129560","GROS"
"1552142","KEY"
"1552143","KEY"
"1552144","KEY"
"1552145","KEY"
"6146858","KEY"
"6151598","KEY"
"1610516","KEY"
"1592462","KEY"
"1600760","KEY"
"1587854","KEY"
"1601585","GKM"
"1616889","KEY"
"1587356","KEY"
"1592466","KEY"
"1592471","KEY"
"1551884","KEY"
"1551905","KEY"
"1552014","SPEZ"
"6122086","KEY"
"6128044","KEY"
"1552058","KEY"
"1552234","KEY"
"1552252","KEY"
"1552254","KEY"
"1552261","KEY"
"6154497","KEY"
"1558059","KEY"
"1589118","KEY"
"1557701","KEY"
"6135213","KEY"
"6138876","KEY"
"6138877","KEY"
"6138880","KEY"
"1559535","SPEZ"
"1592506","KEY"
"1588610","KEY"
"1558643","KEY"
"1558737","KEY"
"1557691","KEY"
"1557769","KEY"
"1557794","KEY"
"6149605","KEY"
"6144145","KEY"
"6155030","KEY"
"1559940","KEY"
"6157426","KEY"
"6142231","KEY"
"6155059","KEY"
"1558966","KEY"
"1226059","KEY"
"1422128","KEY"
"1559448","KEY"
"1559455","KEY"
"6154240","KEY"
"6149685","KEY"
"6149686","KEY"
"6149745","KEY"
"1559184","KEY"
"1558771","KEY"
"6156217","KEY"
"1559097","KEY"
"1559158","KEY"
"1434910","KEY"
"1561650","SPEZ"
"1561671","KEY"
"6133040","KEY"
"6145287","KEY"
"1561587","KEY"
"1561629","KEY"
"1186805","KEY"
"1607976","SPEZ"
"1551917","KEY"
"6162401","KEY"
"1600842","KEY"
"1588992","KEY"
"1551953","KEY"
"6154397","SPEZ"
"1557856","KEY"
"1557883","KEY"
"1557917","KEY"
"1558044","KEY"
"6155381","KEY"
"1557994","KEY"
"319831","KEY"
"6124850","KEY"
"1558131","KEY"
"1558108","KEY"
"1558289","KEY"
"6149691","GKM"
"6146263","KEY"
"6146450","SPEZ"
"6144432","SPEZ"
"6151339","KEY"
"1552416","KEY"
"1552480","KEY"
"6100594","KEY"
"1552629","KEY"
"1552104","KEY"
"1552111","KEY"
"6153462","KEY"
"1552114","KEY"
"1552286","KEY"
"1552300","KEY"
"1552334","KEY"
"1552335","KEY"
"1552211","KEY"
"1597480","KEY"
"1587381","SPEZ"
"1587196","KEY"
